'Average air temperature above sea ice (degrees in Celcius)','Average water temperature below sea ice (degrees in Celcius)','Global Annual Mean CO2','CO2 ppm, 20 Year Smoothed',CO2-GRF,CH4-GRF,N2O-GRF,CFC12-GRF,CFC11-GRF,15-minor-GRF,Total-GRF,'CO2-eq (ppm) Total','AGGI 1990 = 1','AGGI \% change *','Global Mean CO2 NOAA ppm','Urban population (\% of total)','Urban population','Urban population growth (annual \%)','Population, total','Population growth (annual \%)','Improved sanitation facilities (\% of population with access)','Improved water source (\% of population with access)','Improved water source, urban (\% of urban population with access)','Improved water source, rural (\% of rural population with access)','Mortality rate, under-5 (per 1,000 live births)','Primary completion rate, total (\% of relevant age group)','School enrollment, primary and secondary (gross), gender parity index (GPI)','Agriculture, value added (\% of GDP)','CPIA public sector management and institutions cluster average (1=low to 6=high)','Population in urban agglomerations of more than 1 million (\% of total population)','Nitrous oxide emissions (\% change from 1990)','Nitrous oxide emissions (thousand metric tons of CO2 equivalent)','Methane emissions (\% change from 1990)','Methane emissions (kt of CO2 equivalent)','Total greenhouse gas emissions (\% change from 1990)','Total greenhouse gas emissions (kt of CO2 equivalent)','Other greenhouse gas emissions (\% change from 1990)','Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)','CO2 emissions from solid fuel consumption (\% of total)','CO2 emissions from solid fuel consumption (kt)','CO2 emissions (kg per 2011 PPP $ of GDP)','CO2 emissions (kg per PPP $ of GDP)','CO2 emissions (metric tons per capita)','CO2 emissions from liquid fuel consumption (\% of total)','CO2 emissions from liquid fuel consumption (kt)','CO2 emissions (kt)','CO2 emissions (kg per 2010 US$ of GDP)','CO2 emissions from gaseous fuel consumption (\% of total)','CO2 emissions from gaseous fuel consumption (kt)','CO2 intensity (kg per kg of oil equivalent energy use)','Energy use (kg of oil equivalent per capita)','Electric power consumption (kWh per capita)','Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)','Renewable energy consumption (\% of total final energy consumption)','Electricity production from renewable sources, excluding hydroelectric (\% of total)','Electricity production from renewable sources
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'',?,'\'(323.9-inf)\'',?,?,?,?,?,?,?,?,?,?,'\'(-inf-333.618]\'','\'(-inf-37.61806]\'','\'(-inf-1600314542.4]\'','\'(2.523197-2.756042]\'','\'(-inf-3897351911]\'','\'(1.921508-inf)\'',?,?,?,?,'\'(126.62-154.66]\'','\'(-inf-77.49288]\'','\'(-inf-0.827856]\'',?,?,'\'(-inf-15.712933]\'',?,'\'(-inf-2323401.64]\'',?,'\'(-inf-5719157.3124]\'',?,'\'(-inf-31715853.606]\'',?,'\'(-inf-4545048.4328]\'','\'(10.967788-13.066757]\'','\'(-inf-1990447.6]\'',?,?,'\'(3.838203-4.226173]\'','\'(42.405661-45.575251]\'','\'(6579306.4644-8317228.3096]\'','\'(14678352.6744-19970912.5058]\'','\'(0.768578-inf)\'','\'(38.187954-42.348282]\'','\'(-inf-6967399.7424]\'','\'(2.749889-2.85569]\'',?,?,?,?,?,'\'(-inf-288432000000]\'',?,?,?,?,?,?,?,'\'(-inf-1.329943]\'','\'(-inf-1918.701242]\'',?,?,'\'(10.185329-10.43145]\'','\'(36.71657-37.404951]\'',
'\'(14.4198-14.7306]\'','\'(15.0048-15.3156]\'',?,'\'(323.9-inf)\'',?,?,?,?,?,?,?,?,?,?,'\'(-inf-333.618]\'','\'(-inf-37.61806]\'','\'(-inf-1600314542.4]\'','\'(2.523197-2.756042]\'','\'(-inf-3897351911]\'','\'(1.921508-inf)\'',?,?,?,?,'\'(126.62-154.66]\'','\'(-inf-77.49288]\'','\'(-inf-0.827856]\'',?,?,'\'(-inf-15.712933]\'',?,'\'(-inf-2323401.64]\'',?,'\'(-inf-5719157.3124]\'',?,'\'(-inf-31715853.606]\'',?,'\'(-inf-4545048.4328]\'','\'(10.967788-13.066757]\'','\'(-inf-1990447.6]\'',?,?,'\'(3.838203-4.226173]\'','\'(45.575251-inf)\'','\'(6579306.4644-8317228.3096]\'','\'(14678352.6744-19970912.5058]\'','\'(0.768578-inf)\'','\'(-inf-38.187954]\'','\'(-inf-6967399.7424]\'','\'(2.644088-2.749889]\'','\'(-inf-1454.862806]\'','\'(-inf-1588.370761]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(17.764033-inf)\'','\'(-inf-5.121658]\'','\'(-inf-10.561881]\'','\'(19.308997-inf)\'','\'(32.517555-34.701657]\'',?,'\'(-inf-1.329943]\'','\'(1918.701242-2415.783096]\'',?,?,'\'(10.185329-10.43145]\'','\'(36.71657-37.404951]\'',
'\'(14.4198-14.7306]\'','\'(15.0048-15.3156]\'',?,'\'(323.9-inf)\'',?,?,?,?,?,?,?,?,?,?,'\'(-inf-333.618]\'','\'(-inf-37.61806]\'','\'(-inf-1600314542.4]\'','\'(2.523197-2.756042]\'','\'(-inf-3897351911]\'','\'(1.921508-inf)\'',?,?,?,?,'\'(126.62-154.66]\'','\'(-inf-77.49288]\'','\'(-inf-0.827856]\'',?,?,'\'(-inf-15.712933]\'',?,'\'(-inf-2323401.64]\'',?,'\'(-inf-5719157.3124]\'',?,'\'(-inf-31715853.606]\'',?,'\'(-inf-4545048.4328]\'','\'(10.967788-13.066757]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(3.838203-4.226173]\'','\'(45.575251-inf)\'','\'(6579306.4644-8317228.3096]\'','\'(14678352.6744-19970912.5058]\'','\'(0.699016-0.768578]\'','\'(-inf-38.187954]\'','\'(-inf-6967399.7424]\'','\'(2.644088-2.749889]\'','\'(-inf-1454.862806]\'','\'(-inf-1588.370761]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(17.764033-inf)\'','\'(-inf-5.121658]\'','\'(-inf-10.561881]\'','\'(19.308997-inf)\'','\'(-inf-32.517555]\'',?,'\'(-inf-1.329943]\'','\'(1918.701242-2415.783096]\'',?,?,'\'(10.185329-10.43145]\'','\'(36.71657-37.404951]\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'',?,'\'(323.9-inf)\'',?,?,?,?,?,?,?,?,?,?,'\'(-inf-333.618]\'','\'(-inf-37.61806]\'','\'(-inf-1600314542.4]\'','\'(2.523197-2.756042]\'','\'(3897351911-4759690409]\'','\'(1.921508-inf)\'',?,?,?,?,'\'(126.62-154.66]\'','\'(-inf-77.49288]\'','\'(-inf-0.827856]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(-inf-2323401.64]\'',?,'\'(-inf-5719157.3124]\'',?,'\'(-inf-31715853.606]\'',?,'\'(-inf-4545048.4328]\'','\'(10.967788-13.066757]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(4.226173-4.614143]\'','\'(45.575251-inf)\'','\'(6579306.4644-8317228.3096]\'','\'(14678352.6744-19970912.5058]\'','\'(0.699016-0.768578]\'','\'(-inf-38.187954]\'','\'(-inf-6967399.7424]\'','\'(2.644088-2.749889]\'','\'(-inf-1454.862806]\'','\'(-inf-1588.370761]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(17.764033-inf)\'','\'(-inf-5.121658]\'','\'(-inf-10.561881]\'','\'(18.332669-19.308997]\'','\'(-inf-32.517555]\'',?,'\'(-inf-1.329943]\'','\'(1918.701242-2415.783096]\'',?,?,'\'(10.185329-10.43145]\'','\'(36.71657-37.404951]\'',
'\'(14.4198-14.7306]\'','\'(15.0048-15.3156]\'',?,'\'(323.9-inf)\'',?,?,?,?,?,?,?,?,?,?,'\'(-inf-333.618]\'','\'(-inf-37.61806]\'','\'(-inf-1600314542.4]\'','\'(2.523197-2.756042]\'','\'(3897351911-4759690409]\'','\'(1.921508-inf)\'',?,?,?,?,'\'(126.62-154.66]\'','\'(-inf-77.49288]\'','\'(-inf-0.827856]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(-inf-2323401.64]\'',?,'\'(-inf-5719157.3124]\'',?,'\'(-inf-31715853.606]\'',?,'\'(-inf-4545048.4328]\'','\'(10.967788-13.066757]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(4.226173-4.614143]\'','\'(45.575251-inf)\'','\'(6579306.4644-8317228.3096]\'','\'(14678352.6744-19970912.5058]\'','\'(0.699016-0.768578]\'','\'(-inf-38.187954]\'','\'(-inf-6967399.7424]\'','\'(2.538287-2.644088]\'','\'(-inf-1454.862806]\'','\'(-inf-1588.370761]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(17.764033-inf)\'','\'(-inf-5.121658]\'','\'(-inf-10.561881]\'','\'(19.308997-inf)\'','\'(-inf-32.517555]\'',?,'\'(-inf-1.329943]\'','\'(1918.701242-2415.783096]\'',?,?,'\'(10.185329-10.43145]\'','\'(37.404951-38.093331]\'',
'\'(14.4198-14.7306]\'','\'(15.0048-15.3156]\'',?,'\'(323.9-inf)\'',?,?,?,?,?,?,?,?,?,?,'\'(-inf-333.618]\'','\'(37.61806-41.67783]\'','\'(-inf-1600314542.4]\'','\'(2.290353-2.523197]\'','\'(3897351911-4759690409]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(126.62-154.66]\'','\'(-inf-77.49288]\'','\'(-inf-0.827856]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(2323401.64-2557564.48]\'',?,'\'(-inf-5719157.3124]\'',?,'\'(-inf-31715853.606]\'',?,'\'(-inf-4545048.4328]\'','\'(13.066757-15.165725]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(3.838203-4.226173]\'','\'(45.575251-inf)\'','\'(6579306.4644-8317228.3096]\'','\'(14678352.6744-19970912.5058]\'','\'(0.699016-0.768578]\'','\'(-inf-38.187954]\'','\'(-inf-6967399.7424]\'','\'(2.538287-2.644088]\'','\'(-inf-1454.862806]\'','\'(-inf-1588.370761]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(17.764033-inf)\'','\'(5.121658-8.239436]\'','\'(-inf-10.561881]\'','\'(19.308997-inf)\'','\'(-inf-32.517555]\'',?,'\'(-inf-1.329943]\'','\'(1918.701242-2415.783096]\'',?,?,'\'(10.185329-10.43145]\'','\'(37.404951-38.093331]\'',
'\'(14.4198-14.7306]\'','\'(15.0048-15.3156]\'',?,'\'(323.9-inf)\'',?,?,?,?,?,?,?,?,?,?,'\'(-inf-333.618]\'','\'(37.61806-41.67783]\'','\'(-inf-1600314542.4]\'','\'(2.290353-2.523197]\'','\'(3897351911-4759690409]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(98.58-126.62]\'','\'(-inf-77.49288]\'','\'(-inf-0.827856]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(2323401.64-2557564.48]\'',?,'\'(-inf-5719157.3124]\'',?,'\'(-inf-31715853.606]\'',?,'\'(-inf-4545048.4328]\'','\'(10.967788-13.066757]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(4.226173-4.614143]\'','\'(45.575251-inf)\'','\'(8317228.3096-10055150.1548]\'','\'(14678352.6744-19970912.5058]\'','\'(0.699016-0.768578]\'','\'(-inf-38.187954]\'','\'(-inf-6967399.7424]\'','\'(2.538287-2.644088]\'','\'(-inf-1454.862806]\'','\'(-inf-1588.370761]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(17.764033-inf)\'','\'(5.121658-8.239436]\'','\'(-inf-10.561881]\'','\'(18.332669-19.308997]\'','\'(-inf-32.517555]\'',?,'\'(-inf-1.329943]\'','\'(1918.701242-2415.783096]\'',?,?,'\'(10.185329-10.43145]\'','\'(37.404951-38.093331]\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'',?,'\'(323.9-inf)\'',?,?,?,?,?,?,?,?,?,?,'\'(333.618-351.266]\'','\'(37.61806-41.67783]\'','\'(1600314542.4-2186010911.8]\'','\'(2.290353-2.523197]\'','\'(3897351911-4759690409]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(98.58-126.62]\'','\'(-inf-77.49288]\'','\'(0.827856-0.868202]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(2323401.64-2557564.48]\'',?,'\'(5719157.3124-6292884.6248]\'',?,'\'(-inf-31715853.606]\'',?,'\'(-inf-4545048.4328]\'','\'(10.967788-13.066757]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(4.226173-4.614143]\'','\'(45.575251-inf)\'','\'(8317228.3096-10055150.1548]\'','\'(14678352.6744-19970912.5058]\'','\'(0.699016-0.768578]\'','\'(-inf-38.187954]\'','\'(-inf-6967399.7424]\'','\'(2.538287-2.644088]\'','\'(-inf-1454.862806]\'','\'(-inf-1588.370761]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(17.764033-inf)\'','\'(5.121658-8.239436]\'','\'(-inf-10.561881]\'','\'(17.356341-18.332669]\'','\'(-inf-32.517555]\'',?,'\'(-inf-1.329943]\'','\'(1918.701242-2415.783096]\'',?,?,'\'(10.185329-10.43145]\'','\'(37.404951-38.093331]\'',
'\'(14.4198-14.7306]\'','\'(15.0048-15.3156]\'',?,'\'(323.9-inf)\'',?,?,?,?,?,?,?,?,?,?,'\'(333.618-351.266]\'','\'(37.61806-41.67783]\'','\'(1600314542.4-2186010911.8]\'','\'(2.523197-2.756042]\'','\'(3897351911-4759690409]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(98.58-126.62]\'','\'(-inf-77.49288]\'','\'(0.827856-0.868202]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(2323401.64-2557564.48]\'',?,'\'(5719157.3124-6292884.6248]\'',?,'\'(31715853.606-37168465.912]\'',?,'\'(-inf-4545048.4328]\'','\'(13.066757-15.165725]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(4.226173-4.614143]\'','\'(45.575251-inf)\'','\'(8317228.3096-10055150.1548]\'','\'(14678352.6744-19970912.5058]\'','\'(0.699016-0.768578]\'','\'(-inf-38.187954]\'','\'(-inf-6967399.7424]\'','\'(2.538287-2.644088]\'','\'(1454.862806-1573.497771]\'','\'(-inf-1588.370761]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(17.764033-inf)\'','\'(5.121658-8.239436]\'','\'(-inf-10.561881]\'','\'(18.332669-19.308997]\'','\'(-inf-32.517555]\'',?,'\'(-inf-1.329943]\'','\'(1918.701242-2415.783096]\'',?,?,'\'(10.185329-10.43145]\'','\'(37.404951-38.093331]\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'',?,?,'\'(-inf-1.2094]\'','\'(-inf-0.4256]\'','\'(-inf-0.1212]\'','\'(-inf-0.1084]\'','\'(-inf-0.0448]\'','\'(-inf-0.0484]\'','\'(-inf-1.954]\'','\'(-inf-402.6]\'','\'(-inf-0.9028]\'',?,'\'(333.618-351.266]\'','\'(37.61806-41.67783]\'','\'(1600314542.4-2186010911.8]\'','\'(2.756042-2.988887]\'','\'(3897351911-4759690409]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(98.58-126.62]\'','\'(77.49288-80.88804]\'','\'(0.827856-0.868202]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(2557564.48-2791727.32]\'',?,'\'(5719157.3124-6292884.6248]\'',?,'\'(31715853.606-37168465.912]\'',?,'\'(4545048.4328-5824165.7286]\'','\'(13.066757-15.165725]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(4.226173-4.614143]\'','\'(45.575251-inf)\'','\'(8317228.3096-10055150.1548]\'','\'(14678352.6744-19970912.5058]\'','\'(0.699016-0.768578]\'','\'(-inf-38.187954]\'','\'(-inf-6967399.7424]\'','\'(2.538287-2.644088]\'','\'(1454.862806-1573.497771]\'','\'(-inf-1588.370761]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(14.346802-17.764033]\'','\'(5.121658-8.239436]\'','\'(-inf-10.561881]\'','\'(18.332669-19.308997]\'','\'(-inf-32.517555]\'',?,'\'(-inf-1.329943]\'','\'(1918.701242-2415.783096]\'',?,?,'\'(10.185329-10.43145]\'','\'(37.404951-38.093331]\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'','\'(-inf-351.614]\'',?,'\'(-inf-1.2094]\'','\'(-inf-0.4256]\'','\'(-inf-0.1212]\'','\'(-inf-0.1084]\'','\'(-inf-0.0448]\'','\'(-inf-0.0484]\'','\'(-inf-1.954]\'','\'(-inf-402.6]\'','\'(-inf-0.9028]\'','\'(1.96-2.38]\'','\'(333.618-351.266]\'','\'(37.61806-41.67783]\'','\'(1600314542.4-2186010911.8]\'','\'(2.756042-2.988887]\'','\'(3897351911-4759690409]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(98.58-126.62]\'','\'(77.49288-80.88804]\'','\'(0.827856-0.868202]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(2557564.48-2791727.32]\'',?,'\'(5719157.3124-6292884.6248]\'',?,'\'(31715853.606-37168465.912]\'',?,'\'(4545048.4328-5824165.7286]\'','\'(13.066757-15.165725]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(4.226173-4.614143]\'','\'(45.575251-inf)\'','\'(8317228.3096-10055150.1548]\'','\'(14678352.6744-19970912.5058]\'','\'(0.699016-0.768578]\'','\'(-inf-38.187954]\'','\'(6967399.7424-9012644.0568]\'','\'(2.538287-2.644088]\'','\'(-inf-1454.862806]\'','\'(-inf-1588.370761]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(14.346802-17.764033]\'','\'(5.121658-8.239436]\'','\'(-inf-10.561881]\'','\'(17.356341-18.332669]\'','\'(32.517555-34.701657]\'',?,'\'(-inf-1.329943]\'','\'(1918.701242-2415.783096]\'',?,?,'\'(10.185329-10.43145]\'','\'(37.404951-38.093331]\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'','\'(-inf-351.614]\'',?,'\'(-inf-1.2094]\'','\'(-inf-0.4256]\'','\'(-inf-0.1212]\'','\'(-inf-0.1084]\'','\'(-inf-0.0448]\'','\'(-inf-0.0484]\'','\'(-inf-1.954]\'','\'(-inf-402.6]\'','\'(-inf-0.9028]\'','\'(1.54-1.96]\'','\'(333.618-351.266]\'','\'(37.61806-41.67783]\'','\'(1600314542.4-2186010911.8]\'','\'(2.756042-2.988887]\'','\'(3897351911-4759690409]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(98.58-126.62]\'','\'(77.49288-80.88804]\'','\'(0.827856-0.868202]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(2557564.48-2791727.32]\'',?,'\'(5719157.3124-6292884.6248]\'',?,'\'(31715853.606-37168465.912]\'',?,'\'(4545048.4328-5824165.7286]\'','\'(13.066757-15.165725]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(3.838203-4.226173]\'','\'(42.405661-45.575251]\'','\'(8317228.3096-10055150.1548]\'','\'(14678352.6744-19970912.5058]\'','\'(0.629454-0.699016]\'','\'(-inf-38.187954]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(-inf-1454.862806]\'','\'(1588.370761-1977.372285]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(14.346802-17.764033]\'','\'(8.239436-11.357215]\'','\'(-inf-10.561881]\'','\'(18.332669-19.308997]\'','\'(32.517555-34.701657]\'',?,'\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'',?,?,'\'(10.185329-10.43145]\'','\'(37.404951-38.093331]\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'','\'(-inf-351.614]\'',?,'\'(-inf-1.2094]\'','\'(0.4256-0.4452]\'','\'(-inf-0.1212]\'','\'(-inf-0.1084]\'','\'(0.0448-0.0506]\'','\'(-inf-0.0484]\'','\'(-inf-1.954]\'','\'(-inf-402.6]\'','\'(-inf-0.9028]\'','\'(1.12-1.54]\'','\'(333.618-351.266]\'','\'(37.61806-41.67783]\'','\'(1600314542.4-2186010911.8]\'','\'(2.756042-2.988887]\'','\'(3897351911-4759690409]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(98.58-126.62]\'','\'(77.49288-80.88804]\'','\'(0.827856-0.868202]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(2791727.32-3025890.16]\'',?,'\'(5719157.3124-6292884.6248]\'',?,'\'(31715853.606-37168465.912]\'',?,'\'(5824165.7286-7103283.0244]\'','\'(13.066757-15.165725]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(3.838203-4.226173]\'','\'(42.405661-45.575251]\'','\'(6579306.4644-8317228.3096]\'','\'(14678352.6744-19970912.5058]\'','\'(0.629454-0.699016]\'','\'(38.187954-42.348282]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(-inf-1454.862806]\'','\'(-inf-1588.370761]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(10.929571-14.346802]\'','\'(8.239436-11.357215]\'','\'(-inf-10.561881]\'','\'(18.332669-19.308997]\'','\'(32.517555-34.701657]\'',?,'\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'',?,?,'\'(10.43145-10.677571]\'','\'(37.404951-38.093331]\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'','\'(-inf-351.614]\'',?,'\'(-inf-1.2094]\'','\'(0.4256-0.4452]\'','\'(-inf-0.1212]\'','\'(0.1084-0.1248]\'','\'(0.0448-0.0506]\'','\'(-inf-0.0484]\'','\'(-inf-1.954]\'','\'(-inf-402.6]\'','\'(-inf-0.9028]\'','\'(1.54-1.96]\'','\'(333.618-351.266]\'','\'(37.61806-41.67783]\'','\'(1600314542.4-2186010911.8]\'','\'(2.523197-2.756042]\'','\'(3897351911-4759690409]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(98.58-126.62]\'','\'(77.49288-80.88804]\'','\'(0.827856-0.868202]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(2557564.48-2791727.32]\'',?,'\'(5719157.3124-6292884.6248]\'',?,'\'(31715853.606-37168465.912]\'',?,'\'(4545048.4328-5824165.7286]\'','\'(13.066757-15.165725]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(3.838203-4.226173]\'','\'(42.405661-45.575251]\'','\'(6579306.4644-8317228.3096]\'','\'(14678352.6744-19970912.5058]\'','\'(0.629454-0.699016]\'','\'(38.187954-42.348282]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(-inf-1454.862806]\'','\'(1588.370761-1977.372285]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(10.929571-14.346802]\'','\'(8.239436-11.357215]\'','\'(-inf-10.561881]\'','\'(18.332669-19.308997]\'','\'(32.517555-34.701657]\'',?,'\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'',?,?,'\'(10.43145-10.677571]\'','\'(37.404951-38.093331]\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'','\'(-inf-351.614]\'',?,'\'(-inf-1.2094]\'','\'(0.4256-0.4452]\'','\'(-inf-0.1212]\'','\'(0.1084-0.1248]\'','\'(0.0448-0.0506]\'','\'(-inf-0.0484]\'','\'(-inf-1.954]\'','\'(-inf-402.6]\'','\'(-inf-0.9028]\'','\'(1.54-1.96]\'','\'(333.618-351.266]\'','\'(37.61806-41.67783]\'','\'(1600314542.4-2186010911.8]\'','\'(2.523197-2.756042]\'','\'(4759690409-5622028907]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(98.58-126.62]\'','\'(80.88804-84.2832]\'','\'(0.827856-0.868202]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(2557564.48-2791727.32]\'',?,'\'(5719157.3124-6292884.6248]\'',?,'\'(31715853.606-37168465.912]\'',?,'\'(-inf-4545048.4328]\'','\'(15.165725-17.264694]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(6579306.4644-8317228.3096]\'','\'(14678352.6744-19970912.5058]\'','\'(0.629454-0.699016]\'','\'(38.187954-42.348282]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(-inf-1454.862806]\'','\'(1588.370761-1977.372285]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(7.512339-10.929571]\'','\'(11.357215-14.474994]\'','\'(-inf-10.561881]\'','\'(18.332669-19.308997]\'','\'(32.517555-34.701657]\'',?,'\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'',?,?,'\'(10.43145-10.677571]\'','\'(38.093331-38.781711]\'',
'\'(14.7306-15.0414]\'','\'(15.3156-15.6264]\'','\'(-inf-351.614]\'',?,'\'(-inf-1.2094]\'','\'(0.4256-0.4452]\'','\'(-inf-0.1212]\'','\'(0.1084-0.1248]\'','\'(0.0506-0.0564]\'','\'(-inf-0.0484]\'','\'(-inf-1.954]\'','\'(-inf-402.6]\'','\'(-inf-0.9028]\'','\'(1.54-1.96]\'','\'(333.618-351.266]\'','\'(37.61806-41.67783]\'','\'(1600314542.4-2186010911.8]\'','\'(2.523197-2.756042]\'','\'(4759690409-5622028907]\'','\'(1.735881-1.921508]\'',?,?,?,?,'\'(98.58-126.62]\'','\'(80.88804-84.2832]\'','\'(0.827856-0.868202]\'',?,?,'\'(15.712933-17.505592]\'',?,'\'(2557564.48-2791727.32]\'',?,'\'(5719157.3124-6292884.6248]\'',?,'\'(31715853.606-37168465.912]\'',?,'\'(-inf-4545048.4328]\'','\'(15.165725-17.264694]\'','\'(1990447.6-3148486.2]\'',?,?,'\'(3.838203-4.226173]\'','\'(39.236071-42.405661]\'','\'(6579306.4644-8317228.3096]\'','\'(14678352.6744-19970912.5058]\'','\'(0.559892-0.629454]\'','\'(38.187954-42.348282]\'','\'(6967399.7424-9012644.0568]\'','\'(-inf-2.538287]\'','\'(-inf-1454.862806]\'','\'(1588.370761-1977.372285]\'',?,?,'\'(-inf-1.393007]\'','\'(-inf-288432000000]\'',?,'\'(7.512339-10.929571]\'','\'(11.357215-14.474994]\'','\'(-inf-10.561881]\'','\'(17.356341-18.332669]\'','\'(34.701657-36.885758]\'',?,'\'(-inf-1.329943]\'','\'(2415.783096-2912.864949]\'',?,?,'\'(10.677571-inf)\'','\'(38.093331-38.781711]\'',
